670357,611705	7484059,728973
670320,778783	7486601,359823
668590,231630	7487518,254129
667113,314415	7483036,836527
666255,486996	7484053,817424
665283,333602	7488426,869624
662258,443886	7487052,976738
662684,371715	7484099,611178
664122,319252	7482633,962811
675618,101784	7478860,705816
672631,723080	7478862,184342
672699,624736	7481378,116367
674588,191030	7482707,779744
677797,490041	7482724,478136
674908,893398	7480920,159321
674527,147388	7485428,914832
679503,893998	7486468,930099
679765,142324	7489449,392138
674759,024524	7491398,243866
678644,730623	7492108,753829
681177,359882	7495410,927395
680510,944063	7499801,070870
671555,180176	7493095,063294
671813,923386	7502503,027229
708263,227782	7492722,310647
710203,865217	7507053,273821
718763,065595	7483611,878237
724182,662129	7484526,682258
720459,144361	7478905,554328
721680,755353	7473033,797018
709113,996246	7482297,827381
713604,669912	7485217,151101
719785,140157	7490274,462269
727829,731102	7490003,877219
620797,682338	7472686,376434
619146,911698	7467864,959937
623869,273375	7485171,788267
643269,558290	7493338,776455
700470,533531	7496146,898004
687690,776853	7489313,559049
688834,092804	7499845,777044
700038,986466	7506582,753902
694396,351763	7496683,574733
593156,740420	7464073,986976
588537,164670	7455436,164675
612109,234970	7466345,668159
605703,864681	7466713,688118
723288,374343	7465956,486719
712392,911951	7462595,653115
733348,701824	7465323,038808
663149,354080	7477504,520520
661091,302722	7476239,399689
664037,294107	7476302,593911
660433,065033	7474330,200734
702765,946614	7466313,528626
701278,697453	7466495,516186
700859,603437	7468369,507738
698952,406097	7465959,025179
698746,879399	7463838,589620
694493,221917	7462053,415707
696304,830493	7464357,678940
695980,253258	7465935,960747
694742,625849	7465757,168515
694156,448528	7465244,567321
693517,232930	7465956,103801
692560,060597	7465962,697045
691774,378547	7465968,836588
692871,191687	7466900,097679
692988,434332	7467649,287762
692172,407536	7468357,502122
692815,000923	7469581,354026
693962,209962	7467532,282774
695352,168712	7469435,868072
694795,524382	7470209,326371
696507,002985	7468936,675580
695685,002428	7468017,440666
695123,953532	7467117,552378
698523,005856	7468910,497759
698199,419658	7467657,295224
697238,395023	7466749,870080
708061,993167	7464743,312206
705175,637518	7465717,060650
704638,506187	7462749,936862
701664,604678	7460465,000831
701954,195186	7458079,933437
699389,860660	7459803,860001
701612,528512	7463660,321654
697471,835408	7461094,245016
646389,601390	7477814,711504
657875,317583	7482176,921911
659484,983539	7482721,703667
661124,546813	7483543,930052
658265,289964	7486741,296690
654059,707355	7482586,138323
651102,604285	7482001,060491
651447,606859	7487615,350845
653910,880522	7486973,340818
661765,983690	7489285,738194
661240,348580	7491491,311254
655678,727639	7498692,774889
637002,249108	7500299,554380
627359,944490	7496355,073304
644787,739713	7483552,257189
646358,626275	7487877,889036
685271,205900	7466409,086452
684340,169284	7465966,709797
684245,138164	7466551,751008
685478,530182	7466968,647589
686242,794707	7466715,046395
682394,468746	7468839,682109
686394,874530	7465868,275528
686208,631000	7466308,335375
687227,352309	7466703,567602
687116,067515	7466022,291968
688062,056658	7465354,142837
687260,911786	7465369,762710
686935,320644	7464942,342334
686618,460804	7465347,011981
685901,354224	7465046,340559
685445,492688	7465536,230711
685344,267054	7465956,872788
684781,854113	7465099,701832
684304,565662	7465408,032340
684172,447785	7464576,720704
683233,051495	7463233,642393
684168,922225	7463125,024031
684061,109428	7463917,764999
684882,213137	7464232,959352
687359,650715	7464749,786000
687297,345349	7463976,810285
686611,107536	7463451,158265
686410,861302	7462687,569631
686961,696942	7462653,031700
687355,607191	7462498,600683
685839,989011	7462702,672147
685323,983429	7462173,726217
684480,443446	7461847,511169
685243,553392	7460911,205728
684407,526928	7460366,577566
685799,886990	7460021,560068
686930,337545	7460345,529864
686217,762915	7461432,145308
688464,307607	7460784,895835
687907,866513	7459530,811494
686718,567932	7459283,940224
685532,461063	7458858,925694
685357,451877	7458032,396078
685380,164869	7457240,081872
685107,486968	7456836,001892
684519,343513	7457276,206235
683914,070731	7457143,433238
683259,132154	7457138,542942
684395,437393	7458400,691468
684367,331643	7459346,268420
683232,593976	7459806,765861
683377,292715	7459492,869343
681604,245398	7459114,649088
682693,269335	7458304,339234
682503,829708	7457322,066396
681591,119888	7457120,395750
680433,551988	7457357,754799
680311,905720	7455994,227712
677437,428430	7456378,514521
682382,356161	7466265,598803
682247,719806	7466766,608537
681992,276327	7467517,082877
682780,654070	7467221,771252
683193,487609	7466498,846379
683300,136937	7465916,607652
682040,646094	7465770,880004
680899,060350	7466017,114826
681422,018295	7466916,075732
680858,315448	7466966,555776
680445,231026	7467434,031311
683254,055047	7465233,181050
682714,930352	7464592,025455
682938,787514	7464155,160297
682101,469200	7463979,967180
681276,560554	7463397,063969
680404,670298	7462407,101528
678693,724301	7462018,631210
676043,702382	7460142,143826
680401,131126	7460959,598026
679131,637306	7458862,368740
682353,666353	7464992,319397
681312,197112	7464998,025119
680619,320457	7464160,680537
680208,044666	7464574,172001
680174,858604	7465141,591355
679059,842323	7465035,061344
678870,625150	7464492,249092
679657,317209	7463984,632440
678834,149401	7462919,751051
678344,714736	7463391,218913
677122,090427	7463220,213582
680083,679817	7468595,226212
679232,958392	7468684,264637
678739,894762	7469917,332986
679367,530330	7470456,036715
679216,112038	7471689,343062
678276,279562	7471155,894568
679026,710029	7472402,939779
678353,488127	7472883,146690
677030,326703	7471957,442342
675959,023073	7472584,819951
677228,732170	7473577,846868
677945,746575	7474319,750692
676905,355991	7475499,147873
676300,150388	7474168,130305
674889,280374	7472837,461966
674840,638260	7473960,136405
675848,922972	7474752,484367
676146,593502	7476259,384492
675301,526774	7475286,136992
674029,935228	7474763,331295
673640,738967	7475349,198719
674686,874709	7475712,975852
674950,487115	7476328,105042
673433,438465	7476652,304330
672083,536493	7476503,431112
673527,102566	7473786,417348
680164,511922	7465997,492798
679634,747397	7466794,459893
679548,852706	7465996,337982
678986,096158	7465841,578110
678913,492315	7466722,551934
679052,974694	7467527,276177
678425,012736	7466684,978778
678439,436207	7465866,008594
677593,136527	7465279,000060
677774,522435	7466619,816152
677525,950449	7467669,741643
677209,108951	7467174,380281
676370,795226	7467932,958797
676820,143999	7466671,602851
675880,600660	7466241,776165
675938,833469	7465790,451120
675914,508140	7464929,091152
675745,094213	7466645,148908
676001,232151	7467314,295311
675237,688072	7467555,055448
674741,479844	7466539,428490
